Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
25,Travel_Rarely,1243,Research & Development,22,4,Life Sciences,1,140,3,Female,92,2,1,Laboratory Technician,3,Single,8952,25205,1,Y,No,21,3,4,80,2,12,1,3,10,3,1,2,No
38,Travel_Rarely,633,Sales,7,5,Technical Degree,1,141,2,Male,82,1,2,Laboratory Technician,2,Married,10913,20520,2,Y,No,11,3,2,80,0,12,2,1,5,5,5,12,No
48,Travel_Rarely,1347,Sales,13,3,Life Sciences,1,142,2,Female,56,1,1,Laboratory Technician,3,Single,2366,13714,7,Y,Yes,13,3,4,80,0,1,1,4,12,3,0,0,Yes
22,Travel_Frequently,267,Research & Development,25,1,Other,1,143,2,Female,60,1,1,Sales Executive,2,Single,8483,19997,5,Y,No,18,4,2,80,1,0,2,1,1,7,5,5,No
38,Travel_Rarely,744,Research & Development,15,5,Life Sciences,1,144,1,Male,30,4,2,Laboratory Technician,1,Divorced,9118,8583,0,Y,No,21,3,3,80,3,0,1,4,4,0,0,5,No
39,Travel_Rarely,1281,Research & Development,22,5,Technical Degree,1,145,4,Male,35,3,5,Human Resources,2,Divorced,1009,22866,3,Y,No,18,3,2,80,1,21,3,4,14,0,2,1,Yes
44,Travel_Rarely,1309,Research & Development,3,2,Life Sciences,1,146,1,Female,40,1,5,Laboratory Technician,1,Single,8018,9950,4,Y,No,19,3,4,80,0,20,5,1,18,1,0,3,Yes
25,Travel_Frequently,191,Research & Development,28,3,Life Sciences,1,147,4,Female,63,2,4,Sales Executive,1,Single,4836,11459,2,Y,Yes,11,3,2,80,1,11,4,1,13,0,0,2,Yes
24,Travel_Frequently,1219,Research & Development,21,1,Life Sciences,1,148,4,Female,92,3,5,Manager,1,Married,14114,3699,0,Y,Yes,14,3,3,80,0,1,5,2,6,4,3,0,Yes
41,Travel_Rarely,114,Sales,20,2,Marketing,1,149,2,Female,82,2,5,Research Scientist,4,Married,10570,7758,2,Y,No,16,3,1,80,1,9,6,1,0,2,3,0,No
39,Travel_Rarely,1074,Human Resources,5,2,Life Sciences,1,150,4,Male,47,3,1,Sales Executive,2,Divorced,8563,25417,8,Y,Yes,17,3,3,80,0,22,0,1,11,0,4,3,No
39,Travel_Rarely,906,Research & Development,24,4,Life Sciences,1,151,1,Male,50,4,4,Sales Representative,4,Married,1009,23595,1,Y,No,15,3,3,80,2,7,2,1,10,0,0,6,No
40,Travel_Rarely,1046,Research & Development,8,5,Life Sciences,1,152,1,Male,48,3,2,Sales Executive,4,Married,8591,7473,0,Y,No,23,3,1,80,0,4,1,3,10,4,5,1,No
30,Travel_Rarely,843,Sales,22,1,Medical,1,153,2,Male,33,2,2,Research Director,2,Divorced,2923,13679,6,Y,No,17,3,2,80,2,8,0,3,0,7,7,0,No
39,Travel_Rarely,977,Research & Development,1,1,Life Sciences,1,154,3,Female,58,3,3,Laboratory Technician,1,Married,10605,4218,6,Y,No,21,3,3,80,0,9,2,3,4,1,2,3,No
39,Travel_Rarely,1275,Sales,8,1,Life Sciences,1,155,1,Female,54,4,4,Healthcare Representative,4,Single,5748,15515,4,Y,No,20,3,1,80,0,17,5,2,18,3,0,5,No
30,Non-Travel,761,Sales,24,2,Life Sciences,1,156,4,Male,85,2,1,Laboratory Technician,4,Married,4060,7085,1,Y,No,18,3,4,80,2,0,2,2,0,1,0,3,No
53,Travel_Frequently,1133,Research & Development,18,4,Other,1,157,1,Female,92,1,3,Research Scientist,3,Single,4447,8888,0,Y,Yes,20,3,1,80,0,12,3,4,10,3,2,4,No
41,Travel_Rarely,1154,Research & Development,20,3,Medical,1,158,1,Male,56,3,3,Manufacturing Director,2,Single,4759,19924,4,Y,No,16,4,3,80,1,5,1,2,2,10,0,7,No
26,Travel_Rarely,397,Research & Development,28,2,Other,1,159,1,Female,89,2,2,Research Director,4,Married,1009,5400,9,Y,No,21,3,4,80,0,7,6,1,10,13,0,3,Yes
42,Travel_Rarely,1087,Research & Development,16,3,Technical Degree,1,160,3,Female,78,3,5,Healthcare Representative,2,Single,1009,20850,3,Y,Yes,14,3,3,80,1,17,5,4,5,2,1,7,Yes
28,Travel_Rarely,1027,Research & Development,18,4,Human Resources,1,161,4,Female,94,4,1,Manufacturing Director,2,Single,4923,18628,8,Y,No,11,4,1,80,0,1,6,1,14,2,1,5,No
44,Travel_Rarely,741,Research & Development,20,5,Life Sciences,1,162,2,Female,67,2,4,Human Resources,4,Divorced,13809,17999,4,Y,No,21,3,4,80,0,12,0,4,7,5,1,0,No
47,Travel_Rarely,441,Research & Development,12,1,Marketing,1,163,1,Male,81,1,3,Research Scientist,2,Married,9857,20137,9,Y,No,15,3,3,80,1,15,1,2,13,4,0,8,No
29,Travel_Rarely,729,Sales,13,3,Medical,1,164,4,Female,30,1,1,Sales Executive,1,Single,10278,24617,1,Y,Yes,20,3,1,80,0,15,5,3,19,6,8,0,Yes
45,Travel_Frequently,540,Research & Development,13,2,Technical Degree,1,165,4,Female,69,3,2,Sales Executive,4,Single,12126,11164,3,Y,No,20,3,4,80,0,16,6,1,13,3,0,0,No
40,Travel_Rarely,1269,Research & Development,10,3,Other,1,166,2,Male,50,4,3,Healthcare Representative,4,Single,7821,9293,8,Y,No,20,4,3,80,1,15,1,4,10,3,1,4,No
44,Travel_Rarely,1043,Research & Development,7,5,Other,1,167,1,Female,44,4,3,Manager,4,Single,4353,20797,7,Y,No,14,3,1,80,1,16,4,3,14,5,0,6,Yes
54,Travel_Frequently,931,Research & Development,25,1,Other,1,168,3,Female,79,3,2,Manufacturing Director,3,Divorced,4568,21361,2,Y,No,15,4,3,80,0,4,2,1,10,5,0,6,No
34,Travel_Rarely,620,Research & Development,14,3,Marketing,1,169,4,Male,77,2,2,Sales Representative,3,Single,2619,16227,7,Y,Yes,14,3,3,80,1,21,6,1,3,2,0,0,No
30,Travel_Rarely,1077,Research & Development,24,5,Life Sciences,1,170,2,Male,61,2,2,Healthcare Representative,3,Married,10311,26281,1,Y,No,19,3,3,80,2,2,2,3,1,4,0,4,Yes
28,Travel_Rarely,1170,Research & Development,16,2,Life Sciences,1,171,3,Female,78,3,1,Research Scientist,3,Single,2099,19993,2,Y,No,13,3,2,80,0,14,4,2,11,4,1,0,Yes
29,Travel_Rarely,1056,Sales,15,4,Life Sciences,1,172,4,Female,97,2,1,Sales Executive,4,Divorced,16324,13673,4,Y,No,13,4,3,80,1,5,4,3,3,0,0,5,No
36,Travel_Frequently,1364,Research & Development,12,2,Life Sciences,1,173,1,Male,74,2,1,Research Director,1,Married,2256,19067,9,Y,Yes,20,3,4,80,1,0,1,2,2,3,0,4,Yes
40,Travel_Rarely,1053,Research & Development,9,1,Other,1,174,4,Male,61,2,5,Sales Executive,2,Divorced,12247,2681,9,Y,No,17,3,1,80,0,6,2,4,5,7,2,6,Yes
39,Travel_Rarely,1045,Research & Development,8,2,Life Sciences,1,175,3,Male,33,3,3,Laboratory Technician,2,Married,12273,21097,7,Y,Yes,12,3,1,80,0,10,0,2,0,2,3,6,No
44,Travel_Frequently,256,Sales,18,2,Life Sciences,1,176,3,Female,94,1,1,Research Scientist,4,Divorced,9434,23965,0,Y,No,19,3,2,80,0,22,3,4,3,1,0,6,No
37,Travel_Frequently,1306,Human Resources,23,2,Technical Degree,1,177,1,Female,94,4,5,Research Scientist,1,Divorced,14116,8317,3,Y,No,18,3,2,80,1,25,5,4,2,1,5,0,No
50,Travel_Frequently,1340,Research & Development,18,2,Life Sciences,1,178,1,Male,47,1,3,Manufacturing Director,2,Married,5577,16291,0,Y,No,22,3,2,80,0,10,4,4,22,5,3,2,No
34,Travel_Rarely,189,Research & Development,13,1,Medical,1,179,2,Male,83,2,1,Research Scientist,1,Single,7102,11481,0,Y,Yes,24,4,3,80,2,0,0,4,11,0,0,0,Yes
60,Travel_Rarely,1381,Research & Development,28,5,Life Sciences,1,180,1,Male,76,3,2,Research Director,4,Single,7554,6447,4,Y,Yes,16,3,3,80,1,1,0,1,4,5,5,0,No
42,Non-Travel,1198,Research & Development,27,3,Life Sciences,1,181,2,Female,35,4,4,Research Scientist,3,Single,9273,16933,5,Y,No,24,3,4,80,0,17,1,4,2,4,5,6,Yes
29,Travel_Frequently,1032,Research & Development,18,4,Marketing,1,182,3,Male,95,2,1,Manufacturing Director,1,Single,1009,4699,0,Y,No,23,3,1,80,1,16,4,1,0,0,0,6,No
27,Travel_Rarely,280,Research & Development,15,3,Marketing,1,183,3,Male,38,4,4,Healthcare Representative,2,Married,6001,4632,5,Y,No,19,3,1,80,3,6,0,1,0,7,1,0,No
41,Travel_Rarely,313,Research & Development,4,3,Life Sciences,1,184,4,Male,97,4,1,Manufacturing Director,2,Married,10533,15990,4,Y,No,21,3,3,80,0,2,3,4,0,8,3,1,No
34,Travel_Rarely,1359,Sales,17,4,Human Resources,1,185,4,Female,52,1,2,Sales Representative,2,Married,4751,10851,3,Y,No,13,4,1,80,1,19,0,2,1,5,5,3,Yes
43,Non-Travel,566,Research & Development,5,1,Technical Degree,1,186,2,Male,72,2,4,Research Scientist,3,Single,15710,18292,9,Y,No,14,3,3,80,1,1,3,2,6,4,3,2,No
41,Travel_Rarely,1348,Research & Development,22,4,Human Resources,1,187,1,Male,80,4,5,Sales Executive,1,Single,7101,3850,4,Y,No,17,4,2,80,0,7,6,3,5,2,0,8,No
36,Travel_Rarely,732,Research & Development,16,1,Other,1,188,1,Female,54,1,2,Sales Executive,1,Single,8918,3454,7,Y,Yes,11,3,3,80,0,14,3,1,1,2,0,2,Yes
29,Travel_Rarely,926,Sales,9,3,Life Sciences,1,189,4,Male,64,3,4,Sales Representative,2,Married,13789,20851,8,Y,No,23,3,4,80,0,0,3,1,6,2,0,1,Yes
23,Travel_Rarely,1389,Research & Development,10,1,Medical,1,190,3,Male,46,4,4,Human Resources,1,Married,7108,3289,1,Y,No,11,3,3,80,0,18,4,2,0,6,0,5,No
32,Travel_Frequently,1332,Sales,24,5,Medical,1,191,2,Female,47,2,2,Research Scientist,2,Single,13712,20609,5,Y,No,11,3,3,80,0,29,6,1,9,6,3,0,Yes
44,Travel_Rarely,708,Sales,18,4,Life Sciences,1,192,3,Male,56,3,2,Healthcare Representative,1,Married,9240,10103,2,Y,Yes,22,3,1,80,1,12,3,2,11,0,5,6,Yes
38,Travel_Frequently,986,Research & Development,17,5,Marketing,1,193,3,Male,44,4,2,Sales Executive,3,Married,9249,24121,1,Y,No,18,3,3,80,3,11,4,3,10,0,0,3,No
25,Non-Travel,467,Research & Development,18,3,Life Sciences,1,194,1,Male,98,4,3,Sales Executive,3,Divorced,2320,15886,0,Y,No,23,3,4,80,0,11,6,4,13,1,5,7,No
38,Travel_Rarely,377,Research & Development,7,4,Other,1,195,2,Female,44,2,5,Manufacturing Director,4,Single,11700,17871,3,Y,No,16,3,3,80,0,13,0,4,0,2,3,7,No
40,Travel_Rarely,481,Research & Development,4,3,Life Sciences,1,196,3,Male,71,4,1,Sales Executive,4,Married,3649,21888,7,Y,No,13,4,3,80,0,5,6,4,7,5,10,0,No
28,Travel_Rarely,1434,Sales,26,5,Medical,1,197,4,Female,63,2,4,Laboratory Technician,4,Single,5623,20845,2,Y,No,20,3,2,80,0,2,3,3,1,2,0,4,No
38,Travel_Frequently,1393,Research & Development,5,3,Life Sciences,1,198,4,Male,77,2,1,Manufacturing Director,1,Married,12418,21821,4,Y,No,17,3,3,80,0,8,6,1,0,5,1,3,Yes
37,Travel_Rarely,1046,Research & Development,28,4,Marketing,1,199,1,Male,37,2,2,Healthcare Representative,3,Married,4776,17119,9,Y,No,16,3,3,80,0,12,2,3,0,9,2,3,No
26,Travel_Rarely,1189,Sales,23,4,Other,1,200,4,Female,39,2,5,Laboratory Technician,3,Married,8134,25759,4,Y,Yes,15,3,3,80,2,3,0,1,22,2,8,8,No
40,Travel_Frequently,911,Research & Development,16,3,Marketing,1,201,4,Female,34,4,5,Manufacturing Director,3,Single,6246,21575,4,Y,Yes,13,3,4,80,0,0,5,1,12,0,0,4,Yes
42,Travel_Rarely,1475,Research & Development,3,4,Human Resources,1,202,3,Male,77,3,3,Laboratory Technician,2,Single,6410,3427,8,Y,Yes,24,4,1,80,1,7,6,4,16,0,0,0,No
46,Non-Travel,1026,Research & Development,26,4,Medical,1,203,4,Female,55,3,2,Sales Executive,1,Married,5797,25643,7,Y,No,14,3,2,80,0,0,6,2,9,0,2,2,No
46,Travel_Rarely,595,Research & Development,18,3,Human Resources,1,204,4,Male,52,1,4,Healthcare Representative,1,Married,1629,14930,7,Y,No,23,3,2,80,0,16,6,2,1,6,0,1,No
24,Travel_Rarely,1223,Research & Development,23,5,Life Sciences,1,205,3,Male,91,2,3,Sales Executive,4,Married,9062,5430,0,Y,No,23,3,3,80,2,0,2,4,11,6,1,2,No
28,Travel_Rarely,1196,Research & Development,21,4,Life Sciences,1,206,1,Male,42,4,2,Sales Executive,2,Divorced,9480,10251,0,Y,Yes,21,3,3,80,0,2,2,1,21,6,0,4,No
41,Travel_Frequently,465,Research & Development,14,4,Life Sciences,1,207,1,Female,38,4,3,Laboratory Technician,2,Married,3764,21562,1,Y,Yes,21,3,1,80,3,22,1,3,10,0,6,1,No
41,Travel_Rarely,671,Sales,15,4,Life Sciences,1,208,2,Male,49,1,1,Sales Representative,3,Married,4421,5481,7,Y,Yes,11,3,3,80,0,9,4,4,6,2,7,6,No
41,Travel_Frequently,864,Research & Development,17,4,Marketing,1,209,4,Male,86,3,2,Sales Executive,4,Married,10791,6807,9,Y,Yes,19,4,4,80,1,12,1,4,8,2,7,9,No
60,Non-Travel,377,Research & Development,1,3,Life Sciences,1,210,3,Male,53,4,4,Sales Executive,1,Divorced,5260,26283,0,Y,Yes,15,3,1,80,3,10,4,3,13,10,2,4,No
42,Travel_Rarely,151,Research & Development,25,5,Other,1,211,2,Male,62,1,4,Sales Executive,2,Married,6935,7195,3,Y,No,12,3,3,80,0,6,1,1,6,5,2,6,No
47,Non-Travel,1483,Research & Development,21,5,Other,1,212,1,Female,49,3,2,Research Scientist,3,Single,2356,4525,8,Y,No,22,3,1,80,0,19,0,4,6,4,2,0,Yes
45,Travel_Rarely,829,Research & Development,17,1,Other,1,213,1,Female,89,4,3,Laboratory Technician,1,Married,6201,3110,1,Y,No,21,3,2,80,1,6,2,4,2,5,4,7,No
42,Travel_Rarely,1007,Research & Development,23,4,Other,1,214,3,Female,77,2,5,Sales Executive,3,Divorced,2381,19119,2,Y,No,19,3,3,80,0,4,0,1,9,2,6,9,Yes
34,Travel_Rarely,1029,Sales,25,4,Marketing,1,215,2,Male,93,1,2,Manager,1,Single,3656,22540,5,Y,No,22,3,1,80,1,16,4,3,0,5,4,8,No
43,Travel_Frequently,665,Research & Development,11,1,Life Sciences,1,216,2,Male,59,4,4,Healthcare Representative,3,Married,2908,10601,9,Y,No,17,3,1,80,0,0,2,3,4,2,2,2,No
29,Travel_Rarely,884,Research & Development,17,5,Life Sciences,1,217,3,Female,46,1,1,Healthcare Representative,1,Divorced,10557,2534,2,Y,No,24,3,3,80,0,9,2,2,6,9,4,8,No
34,Travel_Rarely,586,Sales,26,2,Medical,1,218,3,Female,43,1,4,Laboratory Technician,4,Married,1009,19616,3,Y,No,24,3,1,80,0,7,4,2,0,1,2,10,No
32,Travel_Rarely,1209,Human Resources,14,2,Medical,1,219,2,Male,48,1,5,Research Scientist,1,Married,7753,16728,8,Y,Yes,18,3,3,80,2,8,0,3,6,4,0,2,No
37,Travel_Rarely,685,Research & Development,20,5,Life Sciences,1,220,1,Female,88,2,4,Research Scientist,1,Single,5451,7337,8,Y,No,23,3,3,80,0,7,2,2,12,6,0,6,Yes
57,Travel_Rarely,1421,Research & Development,19,4,Technical Degree,1,221,4,Female,96,3,5,Laboratory Technician,1,Married,13062,4397,9,Y,Yes,13,3,4,80,0,14,5,2,15,3,2,2,Yes
19,Travel_Frequently,337,Sales,21,2,Other,1,222,1,Female,73,3,2,Sales Executive,3,Single,10163,17080,4,Y,No,24,3,4,80,1,19,6,1,5,4,0,0,No
43,Travel_Frequently,157,Sales,7,3,Life Sciences,1,223,3,Male,61,4,4,Manufacturing Director,2,Divorced,1009,14428,6,Y,Yes,17,4,1,80,0,14,0,4,4,3,0,3,No
22,Travel_Rarely,461,Research & Development,24,3,Life Sciences,1,224,2,Male,40,2,3,Research Scientist,1,Married,3865,16134,8,Y,No,21,3,1,80,0,8,0,2,5,0,4,2,Yes
32,Non-Travel,211,Sales,13,1,Other,1,225,2,Male,31,3,3,Research Scientist,1,Married,6434,8044,7,Y,Yes,11,4,1,80,0,16,0,2,10,10,4,3,No
46,Travel_Rarely,293,Research & Development,18,5,Medical,1,226,4,Male,97,4,4,Research Scientist,4,Married,3864,9140,6,Y,No,16,3,2,80,1,17,2,1,3,2,3,0,Yes
37,Non-Travel,1005,Research & Development,23,5,Life Sciences,1,227,2,Male,46,4,4,Sales Executive,1,Single,10768,8700,7,Y,Yes,20,3,3,80,1,14,3,3,3,0,0,5,No
27,Travel_Rarely,1218,Sales,14,2,Life Sciences,1,228,4,Male,69,1,1,Sales Representative,4,Single,7298,5515,4,Y,No,16,3,3,80,0,19,6,2,8,1,1,3,No
30,Travel_Rarely,963,Sales,1,4,Marketing,1,229,1,Female,75,2,4,Sales Executive,1,Single,5591,15528,4,Y,Yes,21,3,2,80,0,0,1,4,10,8,4,6,Yes
43,Travel_Rarely,669,Research & Development,7,5,Life Sciences,1,230,1,Male,33,3,1,Sales Representative,3,Married,11110,20556,4,Y,Yes,20,3,2,80,1,11,4,2,8,12,0,2,No
30,Travel_Frequently,1185,Human Resources,8,2,Life Sciences,1,231,2,Male,67,2,1,Laboratory Technician,2,Married,1009,8197,0,Y,No,22,3,1,80,1,13,0,4,7,5,0,10,No
38,Travel_Rarely,751,Research & Development,18,2,Medical,1,232,2,Female,92,2,1,Sales Representative,2,Married,5252,22628,5,Y,No,16,3,3,80,0,0,2,3,4,7,3,2,No
37,Travel_Rarely,140,Research & Development,9,5,Life Sciences,1,233,3,Female,58,3,1,Laboratory Technician,2,Married,7665,4294,4,Y,Yes,13,3,4,80,0,13,4,2,7,10,1,4,No
30,Travel_Rarely,1174,Research & Development,1,2,Technical Degree,1,234,3,Female,48,3,2,Research Director,3,Divorced,5835,23029,7,Y,No,16,3,4,80,0,18,3,4,0,0,6,0,No
56,Travel_Rarely,738,Research & Development,22,1,Life Sciences,1,235,2,Male,58,2,3,Sales Executive,4,Single,1009,24907,7,Y,No,24,3,2,80,1,9,5,4,16,5,0,4,Yes
42,Travel_Rarely,1138,Research & Development,17,1,Medical,1,236,2,Female,64,4,1,Laboratory Technician,2,Married,8093,10321,1,Y,No,13,4,2,80,3,16,3,4,7,10,5,5,No
18,Travel_Frequently,137,Research & Development,19,5,Other,1,237,1,Male,99,2,3,Sales Executive,3,Single,8862,11103,5,Y,No,20,4,3,80,0,19,2,3,19,7,0,2,Yes
38,Travel_Frequently,202,Research & Development,27,4,Technical Degree,1,238,2,Male,52,3,1,Laboratory Technician,3,Married,1741,16315,9,Y,No,19,3,3,80,0,21,0,4,14,3,4,6,No
30,Travel_Rarely,1211,Research & Development,6,1,Life Sciences,1,239,3,Female,75,2,3,Laboratory Technician,1,Single,1009,16202,9,Y,Yes,17,3,4,80,0,20,3,1,2,5,0,2,No
44,Travel_Frequently,1348,Sales,3,1,Medical,1,240,1,Male,73,3,4,Manufacturing Director,4,Married,3314,4040,5,Y,No,24,3,3,80,0,21,6,3,4,10,0,8,No
29,Travel_Rarely,1463,Human Resources,24,5,Other,1,241,4,Male,77,4,4,Research Scientist,3,Single,5543,6050,2,Y,No,23,4,1,80,0,7,3,4,0,4,3,0,No
35,Travel_Frequently,267,Sales,5,3,Other,1,242,3,Male,81,2,3,Sales Executive,4,Single,5980,14637,0,Y,No,14,3,2,80,2,8,3,3,2,0,1,3,Yes
41,Travel_Frequently,484,Sales,2,2,Other,1,243,3,Male,37,4,1,Manufacturing Director,2,Divorced,1009,20703,6,Y,No,13,3,4,80,0,0,6,3,0,6,2,13,No
44,Travel_Rarely,891,Research & Development,20,1,Medical,1,244,1,Male,84,2,2,Laboratory Technician,2,Single,7455,9809,9,Y,No,16,3,4,80,1,2,5,1,1,0,0,0,Yes
25,Travel_Frequently,132,Research & Development,25,3,Technical Degree,1,245,4,Female,95,2,3,Sales Executive,2,Married,11335,5419,4,Y,No,19,4,1,80,0,20,2,4,0,1,3,7,Yes
33,Travel_Rarely,112,Research & Development,4,4,Life Sciences,1,246,3,Male,69,3,5,Research Director,1,Married,10996,10793,9,Y,No,13,3,3,80,1,6,4,3,12,2,6,5,No
32,Travel_Rarely,1427,Research & Development,10,3,Life Sciences,1,247,2,Female,60,1,2,Research Director,1,Married,12242,5839,4,Y,No,18,3,3,80,1,14,1,3,0,4,5,2,Yes
30,Travel_Frequently,197,Research & Development,10,5,Marketing,1,248,3,Male,77,3,5,Sales Representative,4,Married,1009,14402,7,Y,No,16,3,2,80,0,13,2,4,20,1,0,8,No
52,Travel_Rarely,1315,Sales,24,4,Life Sciences,1,249,1,Male,90,2,3,Manager,4,Married,10631,14163,4,Y,No,14,4,1,80,2,20,0,1,5,5,0,5,No
40,Travel_Rarely,554,Research & Development,21,4,Human Resources,1,250,1,Male,81,1,1,Sales Executive,1,Single,2111,26638,4,Y,Yes,15,4,4,80,0,0,2,2,15,2,2,3,Yes
25,Travel_Rarely,293,Research & Development,11,3,Medical,1,251,1,Male,67,1,5,Human Resources,3,Single,10209,23292,0,Y,No,13,3,1,80,1,14,2,4,1,7,4,1,No
45,Travel_Frequently,587,Research & Development,27,5,Medical,1,252,3,Female,65,4,3,Research Scientist,4,Married,3034,24581,1,Y,No,24,3,4,80,2,13,5,2,11,4,0,2,No
56,Travel_Rarely,1391,Research & Development,16,1,Life Sciences,1,253,4,Male,84,2,2,Sales Executive,4,Married,8154,15583,4,Y,No,12,3,1,80,0,4,1,4,0,3,4,3,No
46,Travel_Rarely,1253,Sales,26,3,Life Sciences,1,254,2,Male,42,3,1,Manager,2,Divorced,13715,19883,6,Y,No,19,3,3,80,1,18,1,4,0,3,8,3,No
23,Travel_Frequently,339,Research & Development,17,1,Medical,1,255,1,Female,66,1,5,Research Scientist,4,Married,10884,15442,2,Y,No,23,4,4,80,1,0,1,3,13,9,4,1,Yes
32,Travel_Frequently,1480,Research & Development,16,3,Technical Degree,1,256,4,Male,76,1,3,Laboratory Technician,4,Married,2165,24568,0,Y,No,13,3,2,80,3,19,4,4,6,7,0,4,No
48,Travel_Rarely,1237,Research & Development,7,1,Human Resources,1,257,2,Female,51,3,1,Sales Executive,3,Divorced,1147,25765,1,Y,No,16,3,1,80,1,0,2,1,5,0,0,1,No
30,Travel_Rarely,1468,Research & Development,16,3,Life Sciences,1,258,1,Female,68,3,1,Laboratory Technician,4,Married,10148,20514,2,Y,Yes,15,3,3,80,0,4,5,1,0,2,0,4,No
40,Travel_Rarely,1270,Human Resources,3,4,Life Sciences,1,259,2,Male,87,1,4,Laboratory Technician,3,Married,12701,24512,8,Y,Yes,20,3,4,80,1,10,0,4,1,4,1,10,No
43,Travel_Rarely,1190,Research & Development,26,2,Life Sciences,1,260,2,Male,59,3,1,Laboratory Technician,2,Married,8520,4771,7,Y,No,21,4,3,80,1,12,1,3,0,0,3,7,Yes
28,Travel_Rarely,1372,Research & Development,16,4,Technical Degree,1,261,4,Male,47,4,3,Sales Executive,1,Married,4097,24622,3,Y,No,18,3,1,80,1,0,6,3,3,5,4,3,No
36,Travel_Frequently,836,Research & Development,8,1,Life Sciences,1,262,2,Female,47,1,2,Laboratory Technician,2,Married,6696,3838,7,Y,No,15,3,2,80,2,19,1,2,8,1,1,0,Yes
18,Travel_Rarely,1092,Sales,12,5,Life Sciences,1,263,1,Male,68,4,4,Laboratory Technician,3,Single,8532,13269,8,Y,No,21,3,2,80,0,17,6,4,7,1,3,4,No
27,Travel_Rarely,926,Sales,3,4,Life Sciences,1,264,4,Male,55,2,3,Research Scientist,3,Married,6079,12644,2,Y,No,18,3,1,80,0,26,2,2,7,1,0,10,No
34,Travel_Rarely,207,Research & Development,17,2,Life Sciences,1,265,3,Male,36,4,3,Research Director,4,Single,2169,11517,5,Y,No,21,3,4,80,1,16,0,3,0,8,0,0,No
25,Travel_Frequently,282,Sales,21,1,Human Resources,1,266,3,Male,98,3,3,Research Scientist,4,Single,11499,3271,7,Y,No,15,4,3,80,3,5,5,1,8,6,5,0,No
51,Travel_Rarely,285,Sales,18,4,Other,1,267,4,Male,94,1,5,Sales Representative,1,Married,15327,2855,9,Y,No,21,3,3,80,0,2,1,3,5,2,3,5,No
23,Non-Travel,327,Research & Development,11,3,Life Sciences,1,268,3,Female,75,4,5,Sales Executive,3,Single,13204,6872,6,Y,No,20,4,4,80,3,8,2,1,2,2,4,9,No
32,Travel_Rarely,878,Research & Development,4,5,Life Sciences,1,269,2,Male,47,3,2,Research Scientist,3,Married,1009,8552,8,Y,No,23,3,1,80,2,28,3,2,0,4,0,8,No
38,Travel_Rarely,891,Research & Development,16,1,Life Sciences,1,270,1,Female,42,3,3,Sales Executive,2,Divorced,11933,24101,6,Y,No,16,4,3,80,2,11,5,3,11,9,2,10,No
50,Travel_Rarely,1214,Sales,17,4,Life Sciences,1,271,2,Female,54,4,5,Research Scientist,1,Divorced,9217,23192,0,Y,No,15,3,3,80,2,12,6,1,0,3,2,0,No
23,Travel_Rarely,789,Sales,9,1,Life Sciences,1,272,4,Male,37,1,5,Sales Executive,2,Married,3410,22204,8,Y,No,12,3,1,80,2,22,4,2,0,0,3,2,No
47,Travel_Rarely,631,Sales,6,3,Medical,1,273,1,Male,61,4,5,Laboratory Technician,4,Married,1009,11829,4,Y,Yes,20,3,3,80,1,2,5,3,7,4,5,5,Yes
36,Travel_Rarely,1496,Research & Development,24,2,Life Sciences,1,274,4,Male,46,2,2,Research Scientist,4,Married,5965,20411,5,Y,Yes,20,4,4,80,1,15,2,4,3,5,2,0,No
27,Travel_Rarely,1073,Research & Development,27,4,Life Sciences,1,275,4,Female,77,4,2,Research Scientist,2,Married,8209,22039,1,Y,Yes,16,3,4,80,0,15,1,3,9,5,7,4,No
41,Travel_Frequently,1037,Research & Development,20,1,Life Sciences,1,276,4,Male,92,4,3,Manufacturing Director,4,Single,1297,9273,1,Y,No,24,3,1,80,0,18,5,2,7,4,0,2,No
38,Travel_Rarely,207,Sales,25,1,Medical,1,277,2,Female,69,1,4,Research Director,2,Married,12291,16943,3,Y,Yes,17,4,1,80,0,17,0,3,2,4,1,3,Yes
31,Travel_Frequently,1396,Research & Development,2,1,Other,1,278,1,Female,44,4,3,Sales Executive,3,Married,12177,6538,3,Y,No,13,3,4,80,0,10,6,2,0,0,5,5,No
37,Travel_Rarely,932,Research & Development,9,2,Medical,1,279,1,Male,35,3,5,Healthcare Representative,3,Single,8699,5058,4,Y,No,13,3,1,80,0,0,3,1,11,8,0,2,Yes
33,Travel_Rarely,780,Research & Development,28,1,Other,1,280,1,Female,92,1,5,Healthcare Representative,4,Single,1009,11316,6,Y,No,22,3,4,80,2,6,0,3,5,2,4,0,No
37,Travel_Rarely,950,Research & Development,21,5,Medical,1,281,2,Male,37,3,1,Laboratory Technician,1,Married,5268,14905,0,Y,No,17,3,4,80,1,17,0,2,0,3,2,6,No
